"city","yrs_on_list","industry","url","state_s","revenue","state_l","metro","rank","company","growth","id","workers"
"San Francisco","3","Software","springahead","CA","4531935","California","San Francisco","1129","SpringAhead","391.1479","21222","30"
"Millersville","6","Construction","cfm-engineering","MD","22386739","Maryland","Baltimore","1130","CFM Engineering","390.0507","3147","43"
"Loveland","1","Human Resources","action-staffing-solutions","CO","2585875","Colorado","Fort Collins-Loveland, CO","1131","Action Staffing Solutions","389.9346","26417","8"
"Boston","3","Insurance","consumer-united","MA","17328688","Massachusetts","Boston","1132","Consumer United","389.8158","21265","340"
"New York","3","Media","livestream","NY","25138134","New York","New York City","1133","Livestream","389.6849","20979","143"
"St. Louis","1","Advertising & Marketing","elasticity","MO","2016000","Missouri","St. Louis, MO-IL","1134","Elasticity","388.1356","24798","14"
"Clarksville","5","Government Services","veterans-enterprise-technology-solutions","VA","66030540","Virginia",,"1135","Veterans Enterprise Technology Solutions","387.6941","17424","485"
"Ashburn","1","Construction","modern-mechanical","VA","3335444","Virginia","Washington, DC","1136","Modern Mechanical","387.5382","25097","26"
"Iselin","4","IT Services","avaap","NJ","13208480","New Jersey","New York City","1137","Avaap","387.3287","20056","70"
"Irvine","4","Media","restoration-media","CA","9374748","California","Los Angeles","1138","Restoration Media","387.2566","18155","29"
"Sandy","3","Retail","cariloha","UT","18999901","Utah","Salt Lake City","1139","Cariloha","386.9199","21345","318"
"Westlake Village","1","Advertising & Marketing","conejo-deals","CA","2159755","California","Los Angeles","1140","Conejo Deals","386.656","25056","2"
"Hollywood","2","Advertising & Marketing","onekreate","FL","63143000","Florida","Miami","1141","OneKreate","386.4638","23668","185"
"Bessemer","1","Manufacturing","flert","AL","3312475","Alabama","Birmingham-Hoover, AL","1142","F.L.E.R.T.","385.651","25934","773"
"Carrboro","1","Media","kalisher","NC","6218076","North Carolina","Durham, NC","1143","Kalisher","384.3417","25956","23"
"Addison","1","Real Estate","conti-organization","TX","21329814","Texas","Dallas","1144","CONTI Organization","383.8109","25408","59"
"Concord","1","Environmental Services","zero-waste-solutions","CA","12353215","California","San Francisco","1145","Zero Waste Solutions","383.7394","24791","296"
"Lake Forest","1","Security","tevora-business-solutions","CA","9835883","California","Los Angeles","1146","Tevora Business Solutions","383.3386","26265","20"
"Vancouver","1","Consumer Products & Services","columbia-hobby-distribution","WA","2716865","Washington","Portland, OR","1147","Columbia Hobby Distribution","383.2035","25771","9"
"Santa Barbara","3","Software","ontraport","CA","8264000","California","Santa Barbara-Santa Maria-Goleta, CA","1148","Ontraport","382.8474","21047","72"
"Bethesda","1","Business Products & Services","transparent-bpo","MD","5244897","Maryland","Washington, DC","1149","Transparent BPO","382.8346","25586","300"
"Allston","3","Food & Beverage","latitude-beverage-company","MA","16195814","Massachusetts","Boston","1150","Latitude Beverage Company","382.7102","21353","28"
"Toms River","3","Advertising & Marketing","yashi","NJ","14093576","New Jersey","New York City","1151","Yashi","382.4515","21527","25"
"Frisco","3","IT Services","infosmart-systems","TX","7819922","Texas","Dallas","1152","Infosmart Systems","381.1031","21448","75"
"Buffalo Grove","1","Consumer Products & Services","ecomfort","IL","12550000","Illinois","Chicago","1153","eComfort","380.8429","25291","22"
"Scottsdale","1","Advertising & Marketing","tempo-creative","AZ","2328408","Arizona","Phoenix","1154","Tempo Creative","380.3565","26374","17"
"Fairfax","2","Government Services","emagine-it","VA","27115306","Virginia","Washington, DC","1155","Emagine IT","380.1141","23765","101"
"Atlanta","1","Retail","acadia-shutters","GA","2577441","Georgia","Atlanta","1156","Acadia Shutters","378.4788","25613","3"
"Provo","4","Software","insidesalescom","UT","25129719","Utah","Provo-Orem, UT","1157","InsideSales.com","378.4616","506","327"
"West Bend","3","Media","delta-defense","WI","16355000","Wisconsin","Milwaukee-Waukesha-West Allis, WI","1158","Delta Defense","378.3562","21714","45"
"Cumming","2","Business Products & Services","the-rocket-company","GA","2050628","Georgia","Atlanta","1159","The Rocket Company","377.9061","23291","8"
"Orlando","3","Advertising & Marketing","rich-dealers","FL","6938516","Florida","Orlando, FL","1160","Rich Dealers","377.8424","21398","33"
"Buffalo","1","Telecommunications","hover-networks","NY","2115346","New York","Buffalo-Niagara Falls, NY","1161","Hover Networks","377.633","25972","8"
"San Diego","2","Advertising & Marketing","underground-elephant","CA","43951873","California","San Diego","1162","Underground Elephant","376.9917","23335","78"
"Bellevue","1","Food & Beverage","mod-pizza","WA","9037426","Washington","Seattle","1163","MOD Pizza","376.3","25564","353"
"Fredericksburg","5","Government Services","harkcon","VA","14533966","Virginia","Washington, DC","1164","Harkcon","376.2413","17475","98"
"Arlington","3","Government Services","e3-federal-solutions","VA","18469769","Virginia","Washington, DC","1165","E3 Federal Solutions","376.1454","19684","120"
"Fairfield","1","Advertising & Marketing","beforethemovie","CA","2957170","California","Vallejo-Fairfield, CA","1166","BeforeTheMovie","375.4996","24842","9"
"Lehi","2","Consumer Products & Services","zija-international","UT","144281643","Utah","Provo-Orem, UT","1167","Zija International","375.283","23237","172"
"Madison Heights","3","IT Services","netlink","MI","134812496","Michigan","Detroit","1168","Netlink","374.6933","1322","2670"
"Chicago","2","Consumer Products & Services","culture-studio","IL","2732184","Illinois","Chicago","1169","Culture Studio","374.4874","23486","37"
"Tucson","4","Financial Services","jd-mellberg-financial","AZ","16962708","Arizona","Tucson, AZ","1170","JD Mellberg Financial","373.7725","21634","100"
"Northampton","2","Health","communicatehealth","MA","2606931","Massachusetts","Springfield, MA","1171","CommunicateHealth","373.3635","23395","29"
"Newark","1","Consumer Products & Services","dupray","DE","3861646","Delaware","Philadelphia","1172","Dupray","372.9326","25857","16"
"Nashville","1","Consumer Products & Services","wildkin","TN","5083000","Tennessee","Nashville","1173","Wildkin","372.8372","24897","4"
"New York","1","Real Estate","skylight-group","NY","9062471","New York","New York City","1174","Skylight Group","372.5116","25318","11"
"Winter Garden","1","Construction","armstrong-air-heating","FL","29853000","Florida","Orlando, FL","1175","Armstrong Air & Heating","372.3576","25733","150"
"Columbia","1","Construction","waldon-studio-architects","MD","7384324","Maryland","Baltimore","1176","Waldon Studio Architects","372.3002","26007","22"
"Cicero","2","Retail","hourglass-angel","IL","4656261","Illinois","Chicago","1177","Hourglass Angel","371.9785","23240","16"
"Morrisville","5","Health","clinipace-worldwide","NC","58590100","North Carolina","Durham, NC","1178","Clinipace Worldwide","371.9532","17600","486"
"Philadelphia","1","Financial Services","pine-hill-group","PA","8756858","Pennsylvania","Philadelphia","1179","Pine Hill Group","371.8681","24860","24"
"Hopewell Junction","1","Retail","thertastorecom","NY","10049489","New York","Poughkeepsie-Newburgh-Middletown, NY","1180","TheRTAStore.com","371.8362","25189","18"
"Austin","1","Media","fueld-films","TX","6084399","Texas","Austin","1181","Fueld Films","370.9455","25475","12"
"Atlanta","1","Business Products & Services","trustpoint-international","GA","47497526","Georgia","Atlanta","1182","TrustPoint International","370.5924","25514","230"
"Princeton","3","Health","onsite-occupational-health-safety","IN","29063355","Indiana","Evansville, IN-KY","1183","Onsite Occupational Health & Safety","370.2942","21046","236"
"New York","1","Business Products & Services","realmatch","NY","9308936","New York","New York City","1184","RealMatch","369.9968","26497","79"
"Los Gatos","1","Computer Hardware","brightsign","CA","32216296","California","San Jose","1185","BrightSign","369.795","25657","48"
"Philadelphia","7","Education","stroll","PA","77717000","Pennsylvania","Philadelphia","1186","Stroll","369.7878","1204","140"
"Buffalo","3","Construction","spicer-group","NY","8873729","New York","Buffalo-Niagara Falls, NY","1187","Spicer Group","369.5194","22290","28"
"Plymouth Meeting","3","Financial Services","new-penn-financial","PA","174063211","Pennsylvania","Philadelphia","1188","New Penn Financial","368.5044","21199","937"
"Auburn","1","Food & Beverage","tailgate-guys","AL","2397456","Alabama","Auburn-Opelika, AL","1189","Tailgate Guys","368.2486","25079","125"
"Geneva","2","Media","clickin-moms","IL","4348712","Illinois","Chicago","1190","Clickin Moms","368.1602","23101","12"
"Mountain Brook","2","Consumer Products & Services","two-maids-a-mop","AL","3892394","Alabama","Birmingham-Hoover, AL","1191","Two Maids & A Mop","368.0699","23536","149"
"Edison","1","Logistics & Transportation","pinnacle-freight-systems","NJ","23710584","New Jersey","New York City","1192","Pinnacle Freight Systems","368.0496","26480","40"
"Centennial","1","Health","specialized-physical-therapy","CO","2480035","Colorado","Denver","1193","Specialized Physical Therapy","368.0512","25849","37"
"Corpus Christi","4","Engineering","govind-development","TX","27025921","Texas","Austin","1194","Govind Development","367.6069","23151","240"
"Quincy","2","Telecommunications","soundconnect","MA","3228951","Massachusetts","Boston","1195","SoundConnect","367.5749","23388","9"
"Rocky River","1","Logistics & Transportation","us-freight","OH","12568794","Ohio","Cleveland","1196","US Freight","366.6355","24873","15"
"Dorr","2","Manufacturing","tg-manufacturing","MI","9180706","Michigan","Allegan, MI","1197","TG Manufacturing","366.6162","23519","38"
"Pearland","3","Health","zt-wealth-and-altus-group-of-companies","TX","189763660","Texas","Houston","1198","ZT Wealth and Altus Group of Companies","366.3656","21947","979"
"Lakewood","1","Construction","macnak-construction","WA","17780219","Washington","Seattle","1199","MACNAK Construction","366.2573","26607","23"
"Frisco","2","Health","zeomega","TX","26736071","Texas","Dallas","1200","ZeOmega","365.5848","22872","393"
"Boulder","1","Human Resources","flexjobs","CO","2822500","Colorado","Boulder, CO","1201","FlexJobs","365.3751","24855","13"
"Novi","3","IT Services","marvel-technologies","MI","7347422","Michigan","Detroit","1202","Marvel Technologies","365.2016","22038","120"
"Atlanta","1","IT Services","jdc-group","GA","11090093","Georgia","Atlanta","1203","JDC Group","363.4414","25757","75"
"Indianapolis","1","Food & Beverage","sun-king-brewing-company","IN","7367756","Indiana","Indianapolis, IN","1204","Sun King Brewing Company","362.2909","24832","100"
"New York","3","Advertising & Marketing","sub-rosa","NY","13073497","New York","New York City","1205","Sub Rosa","361.9475","22235","42"
"Bethesda","8","IT Services","digital-management","MD","263912441","Maryland","Washington, DC","1206","Digital Management","361.4144","21245","1500"
"Bethesda","5","Government Services","information-systems-networks","MD","12735124","Maryland","Washington, DC","1207","Information Systems & Networks","361.3271","21488","61"
"Herndon","2","Advertising & Marketing","tier10","VA","15510049","Virginia","Washington, DC","1208","Tier10","361.1093","23473","55"
"Poway","2","Advertising & Marketing","ad-juster","CA","4105554","California","San Diego","1209","Ad-Juster","361.0687","23021","21"
"Phoenix","2","Human Resources","vincentbenjamin","AZ","10610391","Arizona","Phoenix","1210","VincentBenjamin","361.0465","23063","48"
"South Jordan","2","Education","3-key-elements","UT","2401350","Utah","Salt Lake City","1211","3 Key Elements","360.5457","23072","32"
"Orlando","2","Government Services","amtis","FL","6023914","Florida","Orlando, FL","1212","AMTIS","360.1551","23518","65"
"Claremore","3","Business Products & Services","cherokee-data-solutions","OK","7088827","Oklahoma","Tulsa, OK","1213","Cherokee Data Solutions","360.0655","21883","7"
"Manhasset","1","Advertising & Marketing","mobilefuse","NY","11264047","New York","New York City","1214","MobileFuse","359.9819","25170","41"
"Richmond","1","Software","mobelux","VA","2216175","Virginia","Richmond, VA","1215","Mobelux","359.6005","25415","14"
"White Plains","1","Advertising & Marketing","winterbridge-media","NY","9695241","New York","New York City","1216","Winterbridge Media","359.3667","26282","15"
"Chicago","3","Consumer Products & Services","red-frog-events","IL","47401802","Illinois","Chicago","1217","Red Frog Events","359.2429","20976","95"
"Indianapolis","1","Software","express-software-services","IN","2014316","Indiana","Indianapolis, IN","1218","Express Software & Services","359.14","26299","25"
"Hickory Hills","2","Retail","pens-n-more","IL","9119537","Illinois","Chicago","1219","Pens N More","358.9636","23574","30"
"Ogden","3","Manufacturing","enve-composites","UT","21026469","Utah","Ogden-Clearfield, UT","1220","Enve Composites","358.31","21439","137"
"Fresno","2","Health","integrated-prescription-management","CA","68702224","California","Fresno, CA","1221","Integrated Prescription Management","357.593","23155","31"
"Las Vegas","2","Consumer Products & Services","universal-industries","NV","4152730","Nevada","Las Vegas-Paradise, NV","1222","Universal Industries","357.4292","23210","8"
"Washington","2","IT Services","rigil","DC","8106015","District of Columbia","Washington, DC","1223","Rigil","357.2029","23159","30"
"Providence","2","Software","mojotech","RI","3459301","Rhode Island","Providence-New Bedford-Fall River, RI-MA","1224","MojoTech","356.838","23250","31"
"New Haven","1","Software","square-9-softworks","CT","5776762","Connecticut","New Haven-Milford, CT","1225","Square 9 Softworks","356.5748","24827","42"
"Sandy","1","Financial Services","safe-money-millionaire","UT","2358115","Utah","Salt Lake City","1226","Safe Money Millionaire","356.3578","25085","21"
"Los Angeles","1","Advertising & Marketing","zehnergroup","CA","2494222","California","Los Angeles","1227","ZehnerGroup","356.1664","26264","35"
"Poway","3","Manufacturing","vcc-optoelectronics","CA","13354676","California","San Diego","1228","VCC Optoelectronics","355.6952","21715","113"
"Rockville","3","Government Services","astor-sanders","MD","11124912","Maryland","Washington, DC","1229","Astor & Sanders","355.15","21569","120"
"San Mateo","2","Human Resources","jobvite","CA","14522426","California","San Francisco","1230","Jobvite","354.8558","23381","122"
"Bloomington","2","IT Services","ecapital-advisors","MN","21892878","Minnesota","Minneapolis","1231","eCapital Advisors","354.6555","23666","50"
"Wichita","1","Retail","all-things-bbq","KS","2045584","Kansas","Wichita, KS","1232","All Things BBQ","354.6177","25274","11"
"San Diego","4","Health","integrated-practice-solutions","CA","22550000","California","San Diego","1233","Integrated Practice Solutions","353.905","19304","97"
"San Diego","4","Software","black-mountain-systems","CA","16187778","California","San Diego","1234","Black Mountain Systems","352.7263","19253","73"
"San Anselmo","1","Consumer Products & Services","rockflowerpaper","CA","3655913","California","San Francisco","1235","RockFlowerPaper","352.614","25364","10"
"Omaha","2","Government Services","strategichealthsolutions","NE","29167720","Nebraska","Omaha-Council Bluffs, NE-IA","1236","StrategicHealthSolutions","352.2158","23538","215"
"New York","2","Financial Services","payoneer","NY","58079000","New York","New York City","1237","Payoneer","352.1526","23425","285"
"New York","4","Advertising & Marketing","factory-360","NY","7769004","New York","New York City","1238","Factory 360","352.1345","17954","11"
"Arcadia","1","Manufacturing","maxpcb","CA","2707000","California","Los Angeles","1239","Maxpcb","351.9199","25499","10"
"Manassas","1","Engineering","incadence-strategic-solutions","VA","7765202","Virginia","Washington, DC","1240","InCadence Strategic Solutions","350.9116","26451","65"
"Boston","2","Food & Beverage","dashed","MA","6012609","Massachusetts","Boston","1241","Dashed","350.7517","22973","108"
"Carlsbad","1","Education","ducerus","CA","3438843","California","San Diego","1242","Ducerus","350.5503","26330","31"
"Miami Beach","1","Food & Beverage","knr-hospitality-group","FL","37654510","Florida","Miami","1243","KNR Hospitality Group","350.0976","26425","500"
"Dallas","5","Human Resources","gtn-technical-staffing","TX","21830995","Texas","Dallas","1244","GTN Technical Staffing","350.0197","2670","0"
"El Segundo","4","Advertising & Marketing","prodege","CA","52886897","California","Los Angeles","1245","Prodege","349.7997","19237","110"
"Winter Garden","1","Construction","united-wall-systems","FL","8908000","Florida","Orlando, FL","1246","United Wall Systems","349.445","25966","75"
"Boston","1","Software","raizlabs","MA","3373605","Massachusetts","Boston","1247","Raizlabs","349.3018","25854","24"
"New York","1","Software","maxymiser","NY","23620000","New York","New York City","1248","Maxymiser","349.0494","26194","322"
"Massillon","1","Consumer Products & Services","little-guy-worldwide","OH","14172676","Ohio","Canton-Massillon, OH","1249","Little Guy Worldwide","347.8561","24961","7"
"Dallas","1","Health","teladoc","TX","20516000","Texas","Dallas","1250","Teladoc","347.6544","26323","80"
"New Hope","1","Advertising & Marketing","marketeching-solutions","PA","2760193","Pennsylvania","Philadelphia","1251","Marketeching Solutions","347.6523","25550","6"
"Lubbock","1","Retail","the-reagor-dykes-auto-group","TX","338886372","Texas","Lubbock, TX","1252","The Reagor Dykes Auto Group","346.5916","25562","308"
"Burbank","2","Retail","bh-cosmetics","CA","13656850","California","Los Angeles","1253","BH Cosmetics","346.5899","23198","45"
"Huntsville","6","Telecommunications","gatr-technologies","AL","30582711","Alabama","Huntsville, AL","1254","GATR Technologies","346.3199","258","43"
"Reston","4","Government Services","c2-solutions-group","VA","13126135","Virginia","Washington, DC","1255","C2 Solutions Group","345.6866","20565","48"
"Wilmington","3","Software","sevone","DE","39531295","Delaware","Philadelphia","1256","SevOne","345.5723","19431","240"
"Seattle","1","Advertising & Marketing","livearealabs","WA","6785800","Washington","Seattle","1257","LiveAreaLabs","345.4068","26383","45"
"Duluth","3","Advertising & Marketing","aimclear","MN","4605000","Minnesota","Duluth, MN-WI","1258","aimClear","344.9275","21296","24"
"Austin","3","Health","trigger-point-performance","TX","12138057","Texas","Austin","1259","Trigger Point Performance","344.6367","21525","32"
"Minneapolis","1","IT Services","powerobjects","MN","15093981","Minnesota","Minneapolis","1260","PowerObjects","344.469","26461","140"
"Columbia","1","Consumer Products & Services","mcdonnell-and-associates","SC","7011692","South Carolina","Columbia, SC","1261","McDonnell and Associates","343.5702","25352","70"
"San Clemente","1","Health","sovereign-health-of-california","CA","14322755","California","Los Angeles","1262","Sovereign Health of California","343.3245","25492","160"
"Mountain View","1","Food & Beverage","maverick-brands","CA","22417047","California","San Jose","1263","Maverick Brands","342.7062","25787","31"
"Horsham","1","IT Services","swain-techs","PA","2969124","Pennsylvania","Philadelphia","1264","Swain Techs","342.5986","24876","30"
"Chicago","1","Software","productive-edge","IL","13612900","Illinois","Chicago","1265","Productive Edge","342.5642","26525","76"
"Charlotte","5","Manufacturing","snapav","NC","134427337","North Carolina","Charlotte","1266","SnapAV","342.4448","17566","164"
"San Diego","2","Construction","pal-general-engineering","CA","16698640","California","San Diego","1267","PAL General Engineering","342.3485","23484","49"
"San Diego","1","Software","mobisystems","CA","6702869","California","San Diego","1268","MobiSystems","342.2561","25696","75"
"Overland Park","5","Software","vinsolutions","KS","71249605","Kansas","Kansas City, MO-KS","1269","VinSolutions","342.0556","17571","489"
"Boston","4","Financial Services","boston-technologies","MA","20714249","Massachusetts","Boston","1270","Boston Technologies","340.25","19311","77"
"Bellevue","1","Business Products & Services","loft9","WA","9552683","Washington","Seattle","1271","Loft9","340.0998","25961","58"
"Chicago","2","Advertising & Marketing","action-lead-solutions","IL","6358946","Illinois","Chicago","1272","Action Lead Solutions","340.0311","23152","12"
"Raleigh","1","Food & Beverage","lonerider-brewing-company","NC","2795279","North Carolina","Raleigh-Cary, NC","1273","Lonerider Brewing Company","339.8959","25137","24"
"Portland","1","IT Services","idealist-consulting","OR","2476809","Oregon","Portland, OR","1274","Idealist Consulting","339.6884","26439","7"
"Chelmsford","2","IT Services","abridge-info-systems","MA","3883278","Massachusetts","Boston","1275","Abridge Info Systems","339.179","23324","34"
"Seattle","1","Health","trupanion","WA","83829000","Washington","Seattle","1276","Trupanion","338.9183","26609","335"
"Waxhaw","3","IT Services","the-brixton-group","NC","24784632","North Carolina","Charlotte","1277","The Brixton Group","338.407","21165","12"
"Los Angeles","2","Insurance","knight-insurance-group","CA","238414135","California","Los Angeles","1278","Knight Insurance Group","337.955","23588","59"
"Plano","2","Business Products & Services","fbs","TX","2102004","Texas","Dallas","1279","FBS","337.9166","23195","14"
"Reston","4","IT Services","knight-point-systems","VA","68939403","Virginia","Washington, DC","1280","Knight Point Systems","337.7718","17450","150"
"Mount Laurel","3","Advertising & Marketing","webimax","NJ","8172200","New Jersey","Philadelphia","1281","Webimax","337.387","20999","83"
"Blacksburg","6","Software","harmonia","VA","13431454","Virginia","Blacksburg-Christiansburg-Radford, VA","1282","Harmonia","337.254","2158","126"
"Elk Grove Village","4","Health","orsini-healthcare","IL","117455046","Illinois","Chicago","1283","Orsini Healthcare","337.21","20404","131"
"New York","1","Food & Beverage","verity-wine-partners","NY","34831089","New York","New York City","1284","Verity Wine Partners","336.6112","24935","44"
"Clearwater","2","Government Services","cwu","FL","21457445","Florida","Tampa","1285","CWU","336.5649","23032","154"
"Baltimore","2","Software","mindgrub","MD","3446983","Maryland","Baltimore","1286","Mindgrub","336.5541","23246","40"
"Hamilton","2","Software","internet-creations","NJ","2815056","New Jersey","Trenton-Ewing, NJ","1287","Internet Creations","336.025","23689","23"
"Houston","1","Construction","gsd-construction","TX","5121070","Texas","Houston","1288","GSD Construction","335.986","25713","7"
"San Jose","1","Software","retailnext","CA","7977000","California","San Jose","1289","RetailNext","335.9016","26199","87"
"Redmond","4","Health","hygen-pharmaceuticals","WA","7723397","Washington","Seattle","1290","HyGen Pharmaceuticals","334.5432","6223","15"
"Fort Washington","4","Human Resources","mom-corps","PA","16284058","Pennsylvania","Philadelphia","1291","Mom Corps","334.4045","20942","400"
"Flower Mound","3","Business Products & Services","service-nation","TX","6444096","Texas","Dallas","1292","Service Nation","334.2152","21587","17"
"Fort Walton Beach","4","Government Services","rally-point-management","FL","15888416","Florida","Fort Walton Beach-Crestview-Destin, FL","1293","Rally Point Management","333.9114","19578","130"
"Altamonte Springs","2","Engineering","airetel-staffing","FL","8745976","Florida","Orlando, FL","1294","Airetel Staffing","333.6615","23808","143"
"Franklin","3","Software","saylent-technologies","MA","5776000","Massachusetts","Boston","1295","Saylent Technologies","333.6336","21511","27"
"Austin","1","Health","genesys-spine","TX","13072264","Texas","Austin","1296","Genesys Spine","333.5382","26463","11"
"San Diego","1","Software","mtell","CA","2990270","California","San Diego","1297","Mtell","332.8029","24841","12"
"Staten Island","1","Construction","walsh-electrical-contracting","NY","20622708","New York","New York City","1298","Walsh Electrical Contracting","332.4521","24634","108"
"Vista","1","Construction","pacific-western-painting","CA","2996222","California","San Diego","1299","Pacific Western Painting","332.3784","26562","35"
"Boulder","1","Telecommunications","zayo-group","CO","1049263000","Colorado","Boulder, CO","1300","Zayo Group","331.9412","26183","1375"
"Ann Arbor","1","Software","llamasoft","MI","24450000","Michigan","Ann Arbor, MI","1301","LLamasoft","331.6737","24880","130"
"Farmingdale","1","IT Services","maxburst","NY","2535250","New York","New York City","1302","MaxBurst","331.4218","25187","7"
"Braintree","1","Education","mindmax","MA","3238752","Massachusetts","Boston","1303","MindMax","331.2689","25122","5"
"Reston","1","IT Services","ibc","VA","18855000","Virginia","Washington, DC","1304","IBC","330.9813","26575","56"
"Grand Rapids","2","Education","prepnet","MI","11057980","Michigan","Grand Rapids-Wyoming, MI","1305","PrepNet","330.9079","23231","140"
"Minneapolis","4","Software","code-42","MN","38220450","Minnesota","Minneapolis","1306","Code 42","330.1683","19594","326"
"Aliso Viejo","2","Software","alternative-technology-solutions","CA","9988274","California","Los Angeles","1307","Alternative Technology Solutions","330.1253","23007","54"
"East Lyme","2","Education","insync-training","CT","8642221","Connecticut","Norwich-New London, CT","1308","InSync Training","329.8287","23363","2"
"Lebanon","2","Logistics & Transportation","drt-transportation","PA","24912093","Pennsylvania","Lebanon, PA","1309","DRT Transportation","329.6756","23550","25"
"New York","2","Telecommunications","mass-communications","NY","12947510","New York","New York City","1310","MASS Communications","329.5362","23227","34"
"Irvine","1","Consumer Products & Services","pedego-electric-bikes","CA","5467255","California","Los Angeles","1311","Pedego Electric Bikes","329.1955","26084","16"
"Oakland","2","Manufacturing","fathom-oakland-ca","CA","5654859","California","San Francisco","1312","Fathom (Oakland, CA)","328.6481","23146","25"
"Chicago","2","Software","devbridge-group","IL","4195000","Illinois","Chicago","1313","Devbridge Group","327.6558","23549","77"
"Pittsburgh","2","Engineering","ae-works","PA","5120674","Pennsylvania","Pittsburgh, PA","1314","AE Works","327.3988","23359","26"
"Redwood City","3","Retail","balsam-brands","CA","51749400","California","San Francisco","1315","Balsam Brands","327.2954","21631","49"
"San Francisco","1","Advertising & Marketing","alcance-media-group","CA","3821365","California","San Francisco","1316","Alcance Media Group","327.1237","26102","14"
"Champaign","3","Security","ep-technology","IL","32628733","Illinois","Champaign-Urbana, IL","1317","EP Technology","326.8724","21402","69"
"La Crosse","3","Software","authenticom","WI","15629281","Wisconsin","La Crosse, WI-MN","1318","Authenticom","326.1994","21514","96"
"Irvine","1","Advertising & Marketing","gigasavvy","CA","2449010","California","Los Angeles","1319","GigaSavvy","325.6808","25051","25"
"Newport Beach","1","IT Services","voipo","CA","3898920","California","Los Angeles","1320","VOIPo","325.4851","26534","26"
"Ashburn","4","IT Services","mindseeker","VA","18012459","Virginia","Washington, DC","1321","MIndseeker","325.437","19560","185"
"Smyrna","2","Health","curant-health","GA","94644838","Georgia","Atlanta","1322","Curant Health","325.4267","23692","84"
"Cranberry Township","4","Business Products & Services","titan-consulting","PA","8317218","Pennsylvania","Pittsburgh, PA","1323","Titan Consulting","325.4173","7732","56"
"West Chester","1","IT Services","cameo-solutions","OH","8290578","Ohio","Cincinnati","1324","Cameo Solutions","325.4183","25245","28"
"Kirkland","3","Engineering","the-blueline-group","WA","4328096","Washington","Seattle","1325","The Blueline Group","325.224","5217","25"
"Newark","1","IT Services","central-business-solutions","CA","3947459","California","San Francisco","1326","Central Business Solutions","324.7649","25537","80"
"Sausalito","4","Food & Beverage","patxis-pizza","CA","21780130","California","San Francisco","1327","Patxi's Pizza","324.4276","20943","645"
"Greenville","1","Advertising & Marketing","dealer-online-marketing","SC","3683581","South Carolina","Greenville-Mauldin-Easley, SC","1328","Dealer Online Marketing","324.3928","26203","40"
"Harrisburg","3","Insurance","ritter-insurance-marketing","PA","21393912","Pennsylvania","Harrisburg-Carlisle, PA","1329","Ritter Insurance Marketing","324.284","22122","64"
"Suwanee","2","Business Products & Services","strategic-systems-technology","GA","30180163","Georgia","Atlanta","1330","Strategic Systems & Technology","324.0471","24151","37"
"San Antonio","1","Government Services","full-armor-group","TX","3919110","Texas","San Antonio, TX","1331","Full Armor Group","324.0116","25842","35"
"Torrance","4","Energy","verengo-solar","CA","115749457","California","Los Angeles","1332","Verengo Solar","323.963","20399","987"
"Boca Raton","1","Human Resources","cutting-edge-recruiting-solutions","FL","2927405","Florida","Miami","1333","Cutting Edge Recruiting Solutions","323.9452","25599","137"
"Tampa","5","Consumer Products & Services","college-hunks-hauling-junk","FL","17544000","Florida","Tampa","1334","College Hunks Hauling Junk","323.7681","154","711"
"Herndon","1","Government Services","nve","VA","31183773","Virginia","Washington, DC","1335","NVE","323.6801","24966","250"
"Chicago","3","Financial Services","hightower-advisors","IL","108946356","Illinois","Chicago","1336","HighTower Advisors","323.4774","20980","289"
"Carmel","4","Logistics & Transportation","envista","IN","52470768","Indiana","Indianapolis, IN","1337","enVista","323.1678","20339","179"
"Andover","3","Human Resources","alku","MA","38198291","Massachusetts","Boston","1338","ALKU","323.0971","21019","58"
"Raleigh","1","Security","onwire","NC","3300600","North Carolina","Raleigh-Cary, NC","1339","OnWire","322.937","25410","18"
"Washington","3","Business Products & Services","the-clearing","DC","7684125","District of Columbia","Washington, DC","1340","The Clearing","322.8603","21085","36"
"Phoenix","2","Environmental Services","desert-care-landscape-resources","AZ","3047024","Arizona","Phoenix","1341","Desert Care Landscape Resources","322.2191","23307","70"
"Columbus","4","Logistics & Transportation","zipline-logistics","OH","18042689","Ohio","Columbus, OH","1342","Zipline Logistics","322.148","19898","28"
"Minneapolis","4","IT Services","agosto","MN","7660033","Minnesota","Minneapolis","1343","Agosto","322.0915","1127","45"
"Valley Stream","1","Logistics & Transportation","trinity-logistics-usa","NY","16051867","New York","New York City","1344","Trinity Logistics USA","321.0433","25082","14"
"Asheville","4","Energy","fls-energy","NC","74997714","North Carolina","Asheville, NC","1345","FLS Energy","321.0178","19239","44"
"Kittery","2","Retail","the-clean-bedroom","ME","5061000","Maine","Portland-South Portland-Biddeford, ME","1346","The Clean Bedroom","320.3488","21937","27"
"San Diego","5","Financial Services","paylease","CA","19823908","California","San Diego","1347","PayLease","319.6206","17606","78"
"Jackson","1","Retail","makeup-geek","MI","2496832","Michigan","Jackson, MI","1348","Makeup Geek","319.2474","25155","15"
"North Charleston","3","Software","omatic-software","SC","4199909","South Carolina","Charleston-North Charleston, SC","1349","Omatic Software","318.8387","21062","26"
