"city","yrs_on_list","industry","url","state_s","revenue","state_l","metro","rank","company","growth","id","workers"
"New Orleans","3","Government Services","archon-information-systems","LA","7449705","Louisiana","New Orleans-Metairie-Kenner, LA","3877","Archon Information Systems","79.3815","21424","33"
"Lakewood","7","Business Products & Services","mcad-technologies","CO","17586581","Colorado","Denver","3878","MCAD Technologies","79.3747","2290","43"
"Machesney Park","3","Software","practice-velocity","IL","24582399","Illinois","Rockford, IL","3879","Practice Velocity","79.3387","21934","136"
"Atlanta","4","Business Products & Services","exploringcom","GA","19450783","Georgia","Atlanta","3880","Exploring.com","79.3215","2647","70"
"Arlington","2","Business Products & Services","fors-marsh-group","VA","14327493","Virginia","Washington, DC","3881","Fors Marsh Group","79.3244","23912","67"
"Canton","1","Computer Hardware","rentex-computer-audio-visual-rentals","MA","22488000","Massachusetts","Boston","3882","Rentex Computer & Audio Visual Rentals","79.2873","24809","95"
"Huntsville","3","Business Products & Services","media-fusion","AL","12304269","Alabama","Huntsville, AL","3883","Media Fusion","79.2513","22039","100"
"Dublin","5","IT Services","lightwell","OH","25519989","Ohio","Columbus, OH","3884","Lightwell","79.2447","2968","148"
"Montvale","4","Health","srs-software","NJ","23496215","New Jersey","New York City","3885","SRS Software","79.2262","914","164"
"Huntsville","2","Government Services","davis-strategic-innovations","AL","5308793","Alabama","Huntsville, AL","3886","Davis Strategic Innovations","79.2206","19419","34"
"Denver","4","Human Resources","bradsby-group","CO","24261058","Colorado","Denver","3887","Bradsby Group","79.2046","20413","95"
"Lake Park","4","Construction","legacy-contracting-solutions","FL","4768939","Florida","Miami","3888","Legacy Contracting Solutions","79.1987","19752","40"
"Naperville","3","Business Products & Services","satisfyd","IL","5575891","Illinois","Chicago","3889","Satisfyd","79.1841","22717","10"
"Denver","1","Business Products & Services","green-peak-partners","CO","6654525","Colorado","Denver","3890","Green Peak Partners","79.1408","25967","13"
"Los Angeles","4","Advertising & Marketing","ace-exhibits","CA","8900015","California","Los Angeles","3891","Ace Exhibits","79.1254","20147","18"
"Norwood","1","IT Services","secured-network-services","MA","4730152","Massachusetts","Boston","3892","Secured Network Services","79.1157","24849","27"
"Lansing","8","IT Services","liquid-web","MI","57110703","Michigan","Lansing-East Lansing, MI","3893","Liquid Web","78.9542","888","400"
"Lombard","8","Media","program-productions","IL","27813130","Illinois","Chicago","3894","Program Productions","78.941","2887","4400"
"Woodbury","1","Retail","sf","MN","21364263","Minnesota","Minneapolis","3895","S&F","78.9447","25340","88"
"Atlanta","5","IT Services","armedia","GA","17912453","Georgia","Atlanta","3896","Armedia","78.9375","8318","95"
"Centennial","7","Software","ems-software-by-dea","CO","17788954","Colorado","Denver","3897","EMS Software by DEA","78.9133","2317","86"
"Birmingham","1","Financial Services","servisfirst-bancshares","AL","112462000","Alabama","Birmingham-Hoover, AL","3898","Servisfirst Bancshares","78.8347","26569","275"
"Tulsa","2","IT Services","jackson-technical","OK","3201085","Oklahoma","Tulsa, OK","3899","Jackson Technical","78.7506","24115","12"
"Fargo","3","Advertising & Marketing","sundog","ND","10905632","North Dakota","Fargo, ND-MN","3900","Sundog","78.672","22499","100"
"San Francisco","6","IT Services","bear-data-systems","CA","150403501","California","San Francisco","3901","BEAR Data Systems","78.5756","912","90"
"Portland","1","Insurance","professional-disability-associates","ME","9031577","Maine","Portland-South Portland-Biddeford, ME","3902","Professional Disability Associates","78.5727","25520","45"
"Irvine","9","Health","pacific-dental-services","CA","627767000","California","Los Angeles","3903","Pacific Dental Services","78.5448","3813","5010"
"Greenville","2","Advertising & Marketing","worthwhile","SC","2426000","South Carolina","Greenville-Mauldin-Easley, SC","3904","Worthwhile","78.5136","24235","23"
"Wayland","4","Business Products & Services","ipromoteu","MA","105369000","Massachusetts","Boston","3905","iPROMOTEu","78.4856","20604","65"
"Austin","5","Consumer Products & Services","milk-honey","TX","8281083","Texas","Austin","3906","Milk + Honey","78.378","17726","172"
"San Diego","1","Manufacturing","ocp-group","CA","10663870","California","San Diego","3907","OCP Group","78.318","26069","21"
"Kingston","6","Food & Beverage","gourmetgiftbasketscom","NH","20547806","New Hampshire","Boston","3908","GourmetGiftBaskets.com","78.2826","37","58"
"San Francisco","2","Advertising & Marketing","prophet","CA","109554429","California","San Francisco","3909","Prophet","78.2376","24098","300"
"Edison","8","Human Resources","integrated-resources","NJ","21014828","New Jersey","New York City","3910","Integrated Resources","78.2282","3283","197"
"Kentwood","3","Financial Services","regal-financial-group","MI","13378135","Michigan","Grand Rapids-Wyoming, MI","3911","Regal Financial Group","78.2308","6246","18"
"Greenville","4","Software","website-pipeline","SC","4108456","South Carolina","Greenville-Mauldin-Easley, SC","3912","Website Pipeline","78.2268","20699","31"
"San Jose","2","Engineering","salas-obrien-engineering","CA","17034612","California","San Jose","3913","Salas O'Brien Engineering","78.1246","24479","10"
"Bellevue","1","Education","chess4life","WA","2027490","Washington","Seattle","3914","Chess4Life","77.9305","25780","70"
"Wilmington","4","IT Services","headstream","DE","6523461","Delaware","Philadelphia","3915","HeadStream","77.852","19527","90"
"Tustin","2","Insurance","wood-gutmann-bogart","CA","16427000","California","Los Angeles","3916","Wood Gutmann & Bogart","77.7754","24454","95"
"Sterling Heights","3","Manufacturing","kss","MI","1166718000","Michigan","Detroit","3917","KSS","77.7599","22756","9000"
"Washington","3","Government Services","synergetic-information-systems","DC","5863637","District of Columbia","Washington, DC","3918","Synergetic Information Systems","77.7638","21394","38"
"Mendota Heights","6","Advertising & Marketing","inboxdollars","MN","26278000","Minnesota","Minneapolis","3919","InboxDollars","77.7467","22765","35"
"Woburn","5","Construction","us-pavement-services","MA","38357400","Massachusetts","Boston","3920","U.S. Pavement Services","77.6958","3889","125"
"Gainesville","1","Manufacturing","greentechnologies","FL","2073993","Florida","Gainesville, FL","3921","GreenTechnologies","77.685","24956","10"
"New York","1","Real Estate","concierge-auctions","NY","11150000","New York","New York City","3922","Concierge Auctions","77.6043","26336","27"
"Mandeville","5","Human Resources","netchex","LA","11626700","Louisiana","New Orleans-Metairie-Kenner, LA","3923","Netchex","77.5557","18441","85"
"St. Petersburg","2","Travel & Hospitality","squaremouth","FL","3411135","Florida","Tampa","3924","Squaremouth","77.4881","23937","18"
"Cypress","1","Health","wcct-global","CA","29564463","California","Los Angeles","3925","WCCT Global","77.3759","24995","246"
"Salinas","4","IT Services","alvarez-technology-group","CA","4365143","California","Salinas, CA","3926","Alvarez Technology Group","77.3774","20603","38"
"Chicago","8","IT Services","switchfast-technologies","IL","6990024","Illinois","Chicago","3927","Switchfast Technologies","77.2644","2230","67"
"San Juan","2","Software","wovenware","PR","2093665","Puerto Rico","San Juan-Caguas-Guaynabo, PR","3928","Wovenware","77.2247","23874","31"
"Salina","2","Manufacturing","kasa-companies","KS","28730800","Kansas",,"3929","Kasa Companies","77.1581","24225","171"
"Raleigh","3","Human Resources","set-and-service-resources","NC","16444000","North Carolina","Raleigh-Cary, NC","3930","Set and Service Resources","77.141","21667","30"
"Independence","4","Human Resources","alliance-solutions-group-independence-oh","OH","42323950","Ohio","Cleveland","3931","Alliance Solutions Group (Independence, OH)","77.1223","20834","77"
"Charlotte","2","IT Services","stablenet","NC","2652541","North Carolina","Charlotte","3932","Stablenet","77.0937","24170","7"
"Eagan","7","IT Services","intertech","MN","13517420","Minnesota","Minneapolis","3933","Intertech","77.0611","4749","67"
"Fort Lauderdale","1","IT Services","4it","FL","3470000","Florida","Miami","3934","4IT","77.0408","25917","27"
"Irvine","6","IT Services","zumasys","CA","21892185","California","Los Angeles","3935","Zumasys","77.027","141","52"
"Palm Desert","1","Real Estate","franklin-loan-center","CA","10483829","California","Riverside-San Bernardino-Ontario, CA","3936","Franklin Loan Center","77.0257","25178","82"
"Mount Pleasant","3","IT Services","egroup","SC","21706000","South Carolina","Charleston-North Charleston, SC","3937","eGroup","76.9896","22281","47"
"Vineburg","4","Food & Beverage","cecchetti-wine-company","CA","15911401","California","Santa Rosa-Petaluma, CA","3938","Cecchetti Wine Company","76.9483","19686","7"
"San Francisco","8","Financial Services","the-online-401k","CA","9329968","California","San Francisco","3939","The Online 401(k)","76.8722","2837","58"
"Herndon","4","IT Services","inforelay","VA","6257619","Virginia","Washington, DC","3940","InfoRelay","76.8393","20260","32"
"Arlington","2","IT Services","rsdcgroup","VA","3064419","Virginia","Washington, DC","3941","RSDCGroup","76.8274","23794","14"
"Grand Rapids","3","Advertising & Marketing","mindscape-at-hanon-mckendry","MI","2406591","Michigan","Grand Rapids-Wyoming, MI","3942","Mindscape at Hanon McKendry","76.8253","21995","26"
"Fort Walton Beach","5","IT Services","bit-wizards","FL","3776647","Florida","Fort Walton Beach-Crestview-Destin, FL","3943","Bit-Wizards","76.8186","1607","35"
"Boston","6","IT Services","sei-boston","MA","10852910","Massachusetts","Boston","3944","SEI - Boston","76.7256","940","45"
"Richmond","3","IT Services","sycom-technologies","VA","65754179","Virginia","Richmond, VA","3945","SyCom Technologies","76.7063","22489","157"
"Oklahoma City","4","Manufacturing","kimray","OK","190863000","Oklahoma","Oklahoma City, OK","3946","Kimray","76.689","20868","767"
"McLean","3","Human Resources","kaztronix","VA","30960258","Virginia","Washington, DC","3947","Kaztronix","76.6844","1878","443"
"Grand Rapids","8","IT Services","open-systems-technologies","MI","96954740","Michigan","Grand Rapids-Wyoming, MI","3948","Open Systems Technologies","76.6685","2183","156"
"Fort Valley","4","Manufacturing","the-wire-shop","GA","14387323","Georgia","Macon, GA","3949","The Wire Shop","76.6733","3960","106"
"Los Angeles","3","Advertising & Marketing","public-identity","CA","3960041","California","Los Angeles","3950","Public Identity","76.6733","8816","10"
"Los Angeles","4","Business Products & Services","quinn-emanuel","CA","972500000","California","Los Angeles","3951","Quinn Emanuel","76.6576","20593","899"
"Bothell","4","Computer Hardware","silicon-mechanics","WA","43347986","Washington","Seattle","3952","Silicon Mechanics","76.6429","5475","65"
"Punta Gorda","2","Consumer Products & Services","fitz-design","FL","3404644","Florida","Punta Gorda, FL","3953","Fitz Design","76.5971","23767","12"
"Chicago","3","IT Services","ahead","IL","217122179","Illinois","Chicago","3954","Ahead","76.5948","21100","112"
"Durham","8","IT Services","worksmart","NC","7226000","North Carolina","Durham, NC","3955","WorkSmart","76.5022","3578","43"
"Tampa","7","Software","connectwise","FL","46159589","Florida","Tampa","3956","ConnectWise","76.4921","1537","346"
"Boca Raton","2","Education","the-learning-experience-academy-of-early-education","FL","32699000","Florida","Miami","3957","The Learning Experience Academy of Early Education","76.4461","24353","75"
"Newton","5","Consumer Products & Services","euro-pro","MA","1285640000","Massachusetts","Boston","3958","Euro-Pro","76.2817","4226","653"
"Boise","4","Software","balihoo","ID","12659496","Idaho","Boise City-Nampa, ID","3959","Balihoo","76.2572","17543","78"
"Pasadena","7","Retail","cpo-commerce","CA","78602869","California","Los Angeles","3960","CPO Commerce","76.241","560","110"
"Rockville","4","Business Products & Services","history-associates","MD","8430420","Maryland","Washington, DC","3961","History Associates","76.2257","16378","55"
"Columbus","1","Engineering","phantom-technical-services","OH","3370954","Ohio","Columbus, OH","3962","Phantom Technical Services","76.2189","26357","27"
"Philadelphia","8","Energy","customized-energy-solutions","PA","23525000","Pennsylvania","Philadelphia","3963","Customized Energy Solutions","76.204","1659","94"
"Boston","1","Business Products & Services","halloran-consulting-group","MA","8510659","Massachusetts","Boston","3964","Halloran Consulting Group","76.1949","26178","26"
"Chapin","3","IT Services","data-network-solutions","SC","35279000","South Carolina","Columbia, SC","3965","Data Network Solutions","76.1484","6348","25"
"Marietta","2","Software","edgeware-computers","GA","3677010","Georgia","Atlanta","3966","Edgeware Computers","76.1282","24474","24"
"Rancho Santa Margarita","4","Computer Hardware","virtium-technology","CA","34329554","California","Los Angeles","3967","Virtium Technology","75.9902","10951","89"
"Vernon Hills","4","Food & Beverage","prairie-city-bakery","IL","31514505","Illinois","Chicago","3968","Prairie City Bakery","75.8975","2035","11"
